FECHA;CODIGO AGENCIA;AGENCIA;CODIGO PRODUCTO;PRODUCTO;MONTO
22/10/2021;A2;COCHABAMBA;EE;ELECTRODOMÉSTICOS;560
22/10/2021;A2;COCHABAMBA;HO;PARA EL HOGAR;1227
22/10/2021;A2;COCHABAMBA;JU;JUGUETES;507
22/10/2021;A2;COCHABAMBA;LI;LIMPIEZA;1074
22/10/2021;A2;COCHABAMBA;MM;MUEBLES;1359
22/10/2021;A2;COCHABAMBA;RM;ROPA PARA MUJER;1369
22/10/2021;A2;COCHABAMBA;RN;ROPA PARA NIÑOS;437
22/10/2021;A2;COCHABAMBA;RV;ROPA PARA VARÓN;536
22/10/2021;A2;COCHABAMBA;SM;SMARTPHONES;1314
22/10/2021;A2;COCHABAMBA;VA;VARIOS;822
22/10/2021;A3;SANTA CRUZ;AC;ACCESORIOS;667
22/10/2021;A3;SANTA CRUZ;CC;COMPUTACIÓN;1166
22/10/2021;A3;SANTA CRUZ;CO;COSMÉTICOS;851
22/10/2021;A3;SANTA CRUZ;CZ;CALZADOS;932
22/10/2021;A3;SANTA CRUZ;DD;DEPORTES;513
22/10/2021;A3;SANTA CRUZ;EE;ELECTRODOMÉSTICOS;1002
22/10/2021;A3;SANTA CRUZ;HO;PARA EL HOGAR;1605
22/10/2021;A3;SANTA CRUZ;JU;JUGUETES;768
22/10/2021;A3;SANTA CRUZ;LI;LIMPIEZA;625
22/10/2021;A3;SANTA CRUZ;MM;MUEBLES;1063
22/10/2021;A3;SANTA CRUZ;RM;ROPA PARA MUJER;859
22/10/2021;A3;SANTA CRUZ;RN;ROPA PARA NIÑOS;905
22/10/2021;A3;SANTA CRUZ;RV;ROPA PARA VARÓN;505
22/10/2021;A3;SANTA CRUZ;SM;SMARTPHONES;371
22/10/2021;A3;SANTA CRUZ;VA;VARIOS;637
22/10/2021;A4;TARIJA;AC;ACCESORIOS;525
22/10/2021;A4;TARIJA;CC;COMPUTACIÓN;416
22/10/2021;A4;TARIJA;CO;COSMÉTICOS;669
22/10/2021;A4;TARIJA;CZ;CALZADOS;454
22/10/2021;A4;TARIJA;DD;DEPORTES;758
22/10/2021;A4;TARIJA;EE;ELECTRODOMÉSTICOS;1122
22/10/2021;A4;TARIJA;HO;PARA EL HOGAR;1563
22/10/2021;A4;TARIJA;JU;JUGUETES;1427
22/10/2021;A4;TARIJA;LI;LIMPIEZA;1543
22/10/2021;A4;TARIJA;MM;MUEBLES;727
22/10/2021;A4;TARIJA;RM;ROPA PARA MUJER;792
22/10/2021;A4;TARIJA;RN;ROPA PARA NIÑOS;791
22/10/2021;A4;TARIJA;RV;ROPA PARA VARÓN;823
22/10/2021;A4;TARIJA;SM;SMARTPHONES;1405
22/10/2021;A4;TARIJA;VA;VARIOS;398
22/10/2021;A5;SUCRE;AC;ACCESORIOS;1128
22/10/2021;A5;SUCRE;CC;COMPUTACIÓN;972
22/10/2021;A5;SUCRE;CO;COSMÉTICOS;1186
22/10/2021;A5;SUCRE;CZ;CALZADOS;855
22/10/2021;A5;SUCRE;DD;DEPORTES;399
22/10/2021;A5;SUCRE;EE;ELECTRODOMÉSTICOS;1299
22/10/2021;A5;SUCRE;HO;PARA EL HOGAR;414
22/10/2021;A5;SUCRE;JU;JUGUETES;477
22/10/2021;A5;SUCRE;LI;LIMPIEZA;1297
22/10/2021;A5;SUCRE;MM;MUEBLES;440
22/10/2021;A5;SUCRE;RM;ROPA PARA MUJER;823
22/10/2021;A5;SUCRE;RN;ROPA PARA NIÑOS;1413
22/10/2021;A5;SUCRE;RV;ROPA PARA VARÓN;742
22/10/2021;A5;SUCRE;SM;SMARTPHONES;1192
22/10/2021;A5;SUCRE;VA;VARIOS;331
22/10/2021;A6;ORURO;AC;ACCESORIOS;1098
22/10/2021;A6;ORURO;CC;COMPUTACIÓN;1615
22/10/2021;A6;ORURO;CO;COSMÉTICOS;1064
22/10/2021;A6;ORURO;CZ;CALZADOS;710
22/10/2021;A6;ORURO;DD;DEPORTES;710
22/10/2021;A6;ORURO;EE;ELECTRODOMÉSTICOS;611
22/10/2021;A6;ORURO;HO;PARA EL HOGAR;1438
22/10/2021;A6;ORURO;JU;JUGUETES;469
22/10/2021;A6;ORURO;LI;LIMPIEZA;1372
22/10/2021;A6;ORURO;MM;MUEBLES;376
22/10/2021;A6;ORURO;RM;ROPA PARA MUJER;1258
22/10/2021;A6;ORURO;RN;ROPA PARA NIÑOS;622
22/10/2021;A6;ORURO;RV;ROPA PARA VARÓN;1201
22/10/2021;A6;ORURO;SM;SMARTPHONES;1431
22/10/2021;A6;ORURO;VA;VARIOS;734
22/10/2021;A7;POTOSÍ;AC;ACCESORIOS;1359
22/10/2021;A7;POTOSÍ;CC;COMPUTACIÓN;551
22/10/2021;A7;POTOSÍ;CO;COSMÉTICOS;714
22/10/2021;A7;POTOSÍ;CZ;CALZADOS;505
22/10/2021;A7;POTOSÍ;DD;DEPORTES;613
22/10/2021;A7;POTOSÍ;EE;ELECTRODOMÉSTICOS;742
22/10/2021;A7;POTOSÍ;HO;PARA EL HOGAR;1427
22/10/2021;A7;POTOSÍ;JU;JUGUETES;513
22/10/2021;A7;POTOSÍ;LI;LIMPIEZA;767
22/10/2021;A7;POTOSÍ;MM;MUEBLES;1120
22/10/2021;A7;POTOSÍ;RM;ROPA PARA MUJER;1461
22/10/2021;A7;POTOSÍ;RN;ROPA PARA NIÑOS;826
22/10/2021;A7;POTOSÍ;RV;ROPA PARA VARÓN;1542
22/10/2021;A7;POTOSÍ;SM;SMARTPHONES;1266
22/10/2021;A7;POTOSÍ;VA;VARIOS;672
22/10/2021;A8;TRINIDAD;AC;ACCESORIOS;328
22/10/2021;A8;TRINIDAD;CC;COMPUTACIÓN;492
22/10/2021;A8;TRINIDAD;CO;COSMÉTICOS;1504
22/10/2021;A8;TRINIDAD;CZ;CALZADOS;1162
22/10/2021;A8;TRINIDAD;DD;DEPORTES;1472
22/10/2021;A8;TRINIDAD;EE;ELECTRODOMÉSTICOS;482
22/10/2021;A8;TRINIDAD;HO;PARA EL HOGAR;1567
22/10/2021;A8;TRINIDAD;JU;JUGUETES;1215
22/10/2021;A8;TRINIDAD;LI;LIMPIEZA;1011
22/10/2021;A8;TRINIDAD;MM;MUEBLES;960
22/10/2021;A8;TRINIDAD;RM;ROPA PARA MUJER;1381
22/10/2021;A8;TRINIDAD;RN;ROPA PARA NIÑOS;1601
22/10/2021;A8;TRINIDAD;RV;ROPA PARA VARÓN;836
22/10/2021;A8;TRINIDAD;SM;SMARTPHONES;1496
22/10/2021;A8;TRINIDAD;VA;VARIOS;1175
22/10/2021;A9;COBIJA;AC;ACCESORIOS;728
22/10/2021;A9;COBIJA;CC;COMPUTACIÓN;1200
22/10/2021;A9;COBIJA;CO;COSMÉTICOS;642
22/10/2021;A9;COBIJA;CZ;CALZADOS;985
22/10/2021;A9;COBIJA;DD;DEPORTES;421
22/10/2021;A9;COBIJA;EE;ELECTRODOMÉSTICOS;1265
22/10/2021;A9;COBIJA;HO;PARA EL HOGAR;943
22/10/2021;A9;COBIJA;JU;JUGUETES;1190
22/10/2021;A9;COBIJA;LI;LIMPIEZA;1251
22/10/2021;A9;COBIJA;MM;MUEBLES;737
22/10/2021;A9;COBIJA;RM;ROPA PARA MUJER;1275
22/10/2021;A9;COBIJA;RN;ROPA PARA NIÑOS;857
22/10/2021;A9;COBIJA;RV;ROPA PARA VARÓN;818
22/10/2021;A9;COBIJA;SM;SMARTPHONES;352
22/10/2021;A9;COBIJA;VA;VARIOS;937
21/10/2021;A1;LA PAZ;AC;ACCESORIOS;770
21/10/2021;A1;LA PAZ;CC;COMPUTACIÓN;714
21/10/2021;A1;LA PAZ;CO;COSMÉTICOS;1492
21/10/2021;A1;LA PAZ;CZ;CALZADOS;1307
21/10/2021;A1;LA PAZ;DD;DEPORTES;986
21/10/2021;A1;LA PAZ;EE;ELECTRODOMÉSTICOS;880
21/10/2021;A1;LA PAZ;HO;PARA EL HOGAR;647
21/10/2021;A1;LA PAZ;JU;JUGUETES;855
21/10/2021;A1;LA PAZ;LI;LIMPIEZA;1107
21/10/2021;A1;LA PAZ;MM;MUEBLES;416
21/10/2021;A1;LA PAZ;RM;ROPA PARA MUJER;430
21/10/2021;A1;LA PAZ;RN;ROPA PARA NIÑOS;693
21/10/2021;A1;LA PAZ;RV;ROPA PARA VARÓN;1062
21/10/2021;A1;LA PAZ;SM;SMARTPHONES;999
21/10/2021;A1;LA PAZ;VA;VARIOS;1454
21/10/2021;A2;COCHABAMBA;AC;ACCESORIOS;1108
21/10/2021;A2;COCHABAMBA;CC;COMPUTACIÓN;1613
21/10/2021;A2;COCHABAMBA;CO;COSMÉTICOS;1324
21/10/2021;A2;COCHABAMBA;CZ;CALZADOS;1332
21/10/2021;A2;COCHABAMBA;DD;DEPORTES;927
21/10/2021;A2;COCHABAMBA;EE;ELECTRODOMÉSTICOS;1003
21/10/2021;A2;COCHABAMBA;HO;PARA EL HOGAR;1471
21/10/2021;A2;COCHABAMBA;JU;JUGUETES;1128
21/10/2021;A2;COCHABAMBA;LI;LIMPIEZA;607
21/10/2021;A2;COCHABAMBA;MM;MUEBLES;1300
21/10/2021;A2;COCHABAMBA;RM;ROPA PARA MUJER;1284
21/10/2021;A2;COCHABAMBA;RN;ROPA PARA NIÑOS;1006
21/10/2021;A2;COCHABAMBA;RV;ROPA PARA VARÓN;1566
21/10/2021;A2;COCHABAMBA;SM;SMARTPHONES;1180
21/10/2021;A2;COCHABAMBA;VA;VARIOS;1377
21/10/2021;A3;SANTA CRUZ;AC;ACCESORIOS;1202
21/10/2021;A3;SANTA CRUZ;CC;COMPUTACIÓN;817
21/10/2021;A3;SANTA CRUZ;CO;COSMÉTICOS;1045
21/10/2021;A3;SANTA CRUZ;CZ;CALZADOS;355
21/10/2021;A3;SANTA CRUZ;DD;DEPORTES;765
21/10/2021;A3;SANTA CRUZ;EE;ELECTRODOMÉSTICOS;438
21/10/2021;A3;SANTA CRUZ;HO;PARA EL HOGAR;493
21/10/2021;A3;SANTA CRUZ;JU;JUGUETES;348
21/10/2021;A3;SANTA CRUZ;LI;LIMPIEZA;812
21/10/2021;A3;SANTA CRUZ;MM;MUEBLES;1225
21/10/2021;A3;SANTA CRUZ;RM;ROPA PARA MUJER;451
21/10/2021;A3;SANTA CRUZ;RN;ROPA PARA NIÑOS;1412
21/10/2021;A3;SANTA CRUZ;RV;ROPA PARA VARÓN;385
21/10/2021;A3;SANTA CRUZ;SM;SMARTPHONES;978
21/10/2021;A3;SANTA CRUZ;VA;VARIOS;941
21/10/2021;A4;TARIJA;AC;ACCESORIOS;767
21/10/2021;A4;TARIJA;CC;COMPUTACIÓN;1526
21/10/2021;A4;TARIJA;CO;COSMÉTICOS;369
21/10/2021;A4;TARIJA;CZ;CALZADOS;583
21/10/2021;A4;TARIJA;DD;DEPORTES;1053
21/10/2021;A4;TARIJA;EE;ELECTRODOMÉSTICOS;436
21/10/2021;A4;TARIJA;HO;PARA EL HOGAR;987
21/10/2021;A4;TARIJA;JU;JUGUETES;825
21/10/2021;A4;TARIJA;LI;LIMPIEZA;1487
21/10/2021;A4;TARIJA;MM;MUEBLES;506
21/10/2021;A4;TARIJA;RM;ROPA PARA MUJER;1127
21/10/2021;A4;TARIJA;RN;ROPA PARA NIÑOS;1360
21/10/2021;A4;TARIJA;RV;ROPA PARA VARÓN;912
21/10/2021;A4;TARIJA;SM;SMARTPHONES;1062
21/10/2021;A4;TARIJA;VA;VARIOS;1436
21/10/2021;A5;SUCRE;AC;ACCESORIOS;1009
21/10/2021;A5;SUCRE;CC;COMPUTACIÓN;1479
21/10/2021;A5;SUCRE;CO;COSMÉTICOS;342
21/10/2021;A5;SUCRE;CZ;CALZADOS;840
21/10/2021;A5;SUCRE;DD;DEPORTES;1248
21/10/2021;A5;SUCRE;EE;ELECTRODOMÉSTICOS;672
21/10/2021;A5;SUCRE;HO;PARA EL HOGAR;1519
21/10/2021;A5;SUCRE;JU;JUGUETES;654
21/10/2021;A5;SUCRE;LI;LIMPIEZA;1006
21/10/2021;A5;SUCRE;MM;MUEBLES;1383
21/10/2021;A5;SUCRE;RM;ROPA PARA MUJER;948
21/10/2021;A5;SUCRE;RN;ROPA PARA NIÑOS;713
21/10/2021;A5;SUCRE;RV;ROPA PARA VARÓN;1611
21/10/2021;A5;SUCRE;SM;SMARTPHONES;753
21/10/2021;A5;SUCRE;VA;VARIOS;1591
21/10/2021;A6;ORURO;AC;ACCESORIOS;1377
21/10/2021;A6;ORURO;CC;COMPUTACIÓN;657
21/10/2021;A6;ORURO;CO;COSMÉTICOS;934
21/10/2021;A6;ORURO;CZ;CALZADOS;465
21/10/2021;A6;ORURO;DD;DEPORTES;1318
21/10/2021;A6;ORURO;EE;ELECTRODOMÉSTICOS;1357
21/10/2021;A6;ORURO;HO;PARA EL HOGAR;895
21/10/2021;A6;ORURO;JU;JUGUETES;421
21/10/2021;A6;ORURO;LI;LIMPIEZA;646
21/10/2021;A6;ORURO;MM;MUEBLES;914
21/10/2021;A6;ORURO;RM;ROPA PARA MUJER;1001
21/10/2021;A6;ORURO;RN;ROPA PARA NIÑOS;1050
21/10/2021;A6;ORURO;RV;ROPA PARA VARÓN;1328
21/10/2021;A6;ORURO;SM;SMARTPHONES;1236
21/10/2021;A6;ORURO;VA;VARIOS;1397
21/10/2021;A7;POTOSÍ;AC;ACCESORIOS;1320
21/10/2021;A7;POTOSÍ;CC;COMPUTACIÓN;1492
21/10/2021;A7;POTOSÍ;CO;COSMÉTICOS;427
21/10/2021;A7;POTOSÍ;CZ;CALZADOS;846
21/10/2021;A7;POTOSÍ;DD;DEPORTES;1396
21/10/2021;A7;POTOSÍ;EE;ELECTRODOMÉSTICOS;1235
21/10/2021;A7;POTOSÍ;HO;PARA EL HOGAR;1168
21/10/2021;A7;POTOSÍ;JU;JUGUETES;1204
21/10/2021;A7;POTOSÍ;LI;LIMPIEZA;871
21/10/2021;A7;POTOSÍ;MM;MUEBLES;843
21/10/2021;A7;POTOSÍ;RM;ROPA PARA MUJER;756
21/10/2021;A7;POTOSÍ;RN;ROPA PARA NIÑOS;633
21/10/2021;A7;POTOSÍ;RV;ROPA PARA VARÓN;1500
21/10/2021;A7;POTOSÍ;SM;SMARTPHONES;1492
21/10/2021;A7;POTOSÍ;VA;VARIOS;576
21/10/2021;A8;TRINIDAD;AC;ACCESORIOS;1585
21/10/2021;A8;TRINIDAD;CC;COMPUTACIÓN;1252
21/10/2021;A8;TRINIDAD;CO;COSMÉTICOS;1378
21/10/2021;A8;TRINIDAD;CZ;CALZADOS;941
21/10/2021;A8;TRINIDAD;DD;DEPORTES;445
21/10/2021;A8;TRINIDAD;EE;ELECTRODOMÉSTICOS;1338
21/10/2021;A8;TRINIDAD;HO;PARA EL HOGAR;820
21/10/2021;A8;TRINIDAD;JU;JUGUETES;652
21/10/2021;A8;TRINIDAD;LI;LIMPIEZA;1530
21/10/2021;A8;TRINIDAD;MM;MUEBLES;1582
21/10/2021;A8;TRINIDAD;RM;ROPA PARA MUJER;1345
21/10/2021;A8;TRINIDAD;RN;ROPA PARA NIÑOS;1575
21/10/2021;A8;TRINIDAD;RV;ROPA PARA VARÓN;435
21/10/2021;A8;TRINIDAD;SM;SMARTPHONES;400
21/10/2021;A8;TRINIDAD;VA;VARIOS;1575
21/10/2021;A9;COBIJA;AC;ACCESORIOS;663
21/10/2021;A9;COBIJA;CC;COMPUTACIÓN;1325
21/10/2021;A9;COBIJA;CO;COSMÉTICOS;1079
21/10/2021;A9;COBIJA;CZ;CALZADOS;485
21/10/2021;A9;COBIJA;DD;DEPORTES;1145
21/10/2021;A9;COBIJA;EE;ELECTRODOMÉSTICOS;877
21/10/2021;A9;COBIJA;HO;PARA EL HOGAR;366
21/10/2021;A9;COBIJA;JU;JUGUETES;594
21/10/2021;A9;COBIJA;LI;LIMPIEZA;1410
21/10/2021;A9;COBIJA;MM;MUEBLES;839
21/10/2021;A9;COBIJA;RM;ROPA PARA MUJER;476
21/10/2021;A9;COBIJA;RN;ROPA PARA NIÑOS;1328
21/10/2021;A9;COBIJA;RV;ROPA PARA VARÓN;1277
21/10/2021;A9;COBIJA;SM;SMARTPHONES;1329
21/10/2021;A9;COBIJA;VA;VARIOS;1594
20/10/2021;A1;LA PAZ;AC;ACCESORIOS;1546
20/10/2021;A1;LA PAZ;CC;COMPUTACIÓN;1561
20/10/2021;A1;LA PAZ;CO;COSMÉTICOS;484
20/10/2021;A1;LA PAZ;CZ;CALZADOS;1590
20/10/2021;A1;LA PAZ;DD;DEPORTES;1394
20/10/2021;A1;LA PAZ;EE;ELECTRODOMÉSTICOS;1551
20/10/2021;A1;LA PAZ;HO;PARA EL HOGAR;1502
20/10/2021;A1;LA PAZ;JU;JUGUETES;945
20/10/2021;A1;LA PAZ;LI;LIMPIEZA;738
20/10/2021;A1;LA PAZ;MM;MUEBLES;552
20/10/2021;A1;LA PAZ;RM;ROPA PARA MUJER;941
20/10/2021;A1;LA PAZ;RN;ROPA PARA NIÑOS;465
20/10/2021;A1;LA PAZ;RV;ROPA PARA VARÓN;1498
20/10/2021;A1;LA PAZ;SM;SMARTPHONES;952
20/10/2021;A1;LA PAZ;VA;VARIOS;681
20/10/2021;A2;COCHABAMBA;AC;ACCESORIOS;606
20/10/2021;A2;COCHABAMBA;CC;COMPUTACIÓN;1410
20/10/2021;A2;COCHABAMBA;CO;COSMÉTICOS;935
20/10/2021;A2;COCHABAMBA;CZ;CALZADOS;1036
20/10/2021;A2;COCHABAMBA;DD;DEPORTES;1367
20/10/2021;A2;COCHABAMBA;EE;ELECTRODOMÉSTICOS;1543
20/10/2021;A2;COCHABAMBA;HO;PARA EL HOGAR;484
20/10/2021;A2;COCHABAMBA;JU;JUGUETES;1412
20/10/2021;A2;COCHABAMBA;LI;LIMPIEZA;853
20/10/2021;A2;COCHABAMBA;MM;MUEBLES;1521
20/10/2021;A2;COCHABAMBA;RM;ROPA PARA MUJER;828
20/10/2021;A2;COCHABAMBA;RN;ROPA PARA NIÑOS;1200
20/10/2021;A2;COCHABAMBA;RV;ROPA PARA VARÓN;773
20/10/2021;A2;COCHABAMBA;SM;SMARTPHONES;828
20/10/2021;A2;COCHABAMBA;VA;VARIOS;1097
20/10/2021;A3;SANTA CRUZ;AC;ACCESORIOS;1533
20/10/2021;A3;SANTA CRUZ;CC;COMPUTACIÓN;563
20/10/2021;A3;SANTA CRUZ;CO;COSMÉTICOS;1129
20/10/2021;A3;SANTA CRUZ;CZ;CALZADOS;437
20/10/2021;A3;SANTA CRUZ;DD;DEPORTES;396
20/10/2021;A3;SANTA CRUZ;EE;ELECTRODOMÉSTICOS;1413
20/10/2021;A3;SANTA CRUZ;HO;PARA EL HOGAR;1206
20/10/2021;A3;SANTA CRUZ;JU;JUGUETES;431
20/10/2021;A3;SANTA CRUZ;LI;LIMPIEZA;340
20/10/2021;A3;SANTA CRUZ;MM;MUEBLES;557
20/10/2021;A3;SANTA CRUZ;RM;ROPA PARA MUJER;633
20/10/2021;A3;SANTA CRUZ;RN;ROPA PARA NIÑOS;1391
20/10/2021;A3;SANTA CRUZ;RV;ROPA PARA VARÓN;1605
20/10/2021;A3;SANTA CRUZ;SM;SMARTPHONES;453
20/10/2021;A3;SANTA CRUZ;VA;VARIOS;1118
20/10/2021;A4;TARIJA;AC;ACCESORIOS;1590
20/10/2021;A4;TARIJA;CC;COMPUTACIÓN;1168
20/10/2021;A4;TARIJA;CO;COSMÉTICOS;1567
20/10/2021;A4;TARIJA;CZ;CALZADOS;1577
20/10/2021;A4;TARIJA;DD;DEPORTES;1237
20/10/2021;A4;TARIJA;EE;ELECTRODOMÉSTICOS;1613
20/10/2021;A4;TARIJA;HO;PARA EL HOGAR;901
20/10/2021;A4;TARIJA;JU;JUGUETES;893
20/10/2021;A4;TARIJA;LI;LIMPIEZA;463
20/10/2021;A4;TARIJA;MM;MUEBLES;370
20/10/2021;A4;TARIJA;RM;ROPA PARA MUJER;963
20/10/2021;A4;TARIJA;RN;ROPA PARA NIÑOS;590
20/10/2021;A4;TARIJA;RV;ROPA PARA VARÓN;1320
20/10/2021;A4;TARIJA;SM;SMARTPHONES;511
20/10/2021;A4;TARIJA;VA;VARIOS;1344
20/10/2021;A5;SUCRE;AC;ACCESORIOS;1274
20/10/2021;A5;SUCRE;CC;COMPUTACIÓN;855
20/10/2021;A5;SUCRE;CO;COSMÉTICOS;586
20/10/2021;A5;SUCRE;CZ;CALZADOS;479
20/10/2021;A5;SUCRE;DD;DEPORTES;887
20/10/2021;A5;SUCRE;EE;ELECTRODOMÉSTICOS;700
20/10/2021;A5;SUCRE;HO;PARA EL HOGAR;1236
20/10/2021;A5;SUCRE;JU;JUGUETES;625
20/10/2021;A5;SUCRE;LI;LIMPIEZA;1513
20/10/2021;A5;SUCRE;MM;MUEBLES;1029
20/10/2021;A5;SUCRE;RM;ROPA PARA MUJER;1056
20/10/2021;A5;SUCRE;RN;ROPA PARA NIÑOS;570
20/10/2021;A5;SUCRE;RV;ROPA PARA VARÓN;1263
20/10/2021;A5;SUCRE;SM;SMARTPHONES;605
20/10/2021;A5;SUCRE;VA;VARIOS;427
20/10/2021;A6;ORURO;AC;ACCESORIOS;1477
20/10/2021;A6;ORURO;CC;COMPUTACIÓN;818
20/10/2021;A6;ORURO;CO;COSMÉTICOS;1282
20/10/2021;A6;ORURO;CZ;CALZADOS;841
20/10/2021;A6;ORURO;DD;DEPORTES;1487
20/10/2021;A6;ORURO;EE;ELECTRODOMÉSTICOS;1306
20/10/2021;A6;ORURO;HO;PARA EL HOGAR;1125
20/10/2021;A6;ORURO;JU;JUGUETES;926
20/10/2021;A6;ORURO;LI;LIMPIEZA;583
20/10/2021;A6;ORURO;MM;MUEBLES;931
20/10/2021;A6;ORURO;RM;ROPA PARA MUJER;659
20/10/2021;A6;ORURO;RN;ROPA PARA NIÑOS;925
20/10/2021;A6;ORURO;RV;ROPA PARA VARÓN;678
20/10/2021;A6;ORURO;SM;SMARTPHONES;1418
20/10/2021;A6;ORURO;VA;VARIOS;352
20/10/2021;A7;POTOSÍ;AC;ACCESORIOS;959
20/10/2021;A7;POTOSÍ;CC;COMPUTACIÓN;531
20/10/2021;A7;POTOSÍ;CO;COSMÉTICOS;1224
20/10/2021;A7;POTOSÍ;CZ;CALZADOS;886
20/10/2021;A7;POTOSÍ;DD;DEPORTES;929
20/10/2021;A7;POTOSÍ;EE;ELECTRODOMÉSTICOS;520
20/10/2021;A7;POTOSÍ;HO;PARA EL HOGAR;751
20/10/2021;A7;POTOSÍ;JU;JUGUETES;1468
20/10/2021;A7;POTOSÍ;LI;LIMPIEZA;1035
20/10/2021;A7;POTOSÍ;MM;MUEBLES;1592
20/10/2021;A7;POTOSÍ;RM;ROPA PARA MUJER;1419
20/10/2021;A7;POTOSÍ;RN;ROPA PARA NIÑOS;305
20/10/2021;A7;POTOSÍ;RV;ROPA PARA VARÓN;934
20/10/2021;A7;POTOSÍ;SM;SMARTPHONES;1291
20/10/2021;A7;POTOSÍ;VA;VARIOS;723
20/10/2021;A8;TRINIDAD;AC;ACCESORIOS;1152
20/10/2021;A8;TRINIDAD;CC;COMPUTACIÓN;1575
20/10/2021;A8;TRINIDAD;CO;COSMÉTICOS;529
20/10/2021;A8;TRINIDAD;CZ;CALZADOS;1192
20/10/2021;A8;TRINIDAD;DD;DEPORTES;661
20/10/2021;A8;TRINIDAD;EE;ELECTRODOMÉSTICOS;1168
20/10/2021;A8;TRINIDAD;HO;PARA EL HOGAR;1046
20/10/2021;A8;TRINIDAD;JU;JUGUETES;1007
20/10/2021;A8;TRINIDAD;LI;LIMPIEZA;734
20/10/2021;A8;TRINIDAD;MM;MUEBLES;1261
20/10/2021;A8;TRINIDAD;RM;ROPA PARA MUJER;1603
20/10/2021;A8;TRINIDAD;RN;ROPA PARA NIÑOS;874
20/10/2021;A8;TRINIDAD;RV;ROPA PARA VARÓN;1533
20/10/2021;A8;TRINIDAD;SM;SMARTPHONES;1421
20/10/2021;A8;TRINIDAD;VA;VARIOS;570
20/10/2021;A9;COBIJA;AC;ACCESORIOS;1288
20/10/2021;A9;COBIJA;CC;COMPUTACIÓN;985
20/10/2021;A9;COBIJA;CO;COSMÉTICOS;1240
20/10/2021;A9;COBIJA;CZ;CALZADOS;376
20/10/2021;A9;COBIJA;DD;DEPORTES;520
20/10/2021;A9;COBIJA;EE;ELECTRODOMÉSTICOS;1154
20/10/2021;A9;COBIJA;HO;PARA EL HOGAR;1027
20/10/2021;A9;COBIJA;JU;JUGUETES;1272
20/10/2021;A9;COBIJA;LI;LIMPIEZA;1076
20/10/2021;A9;COBIJA;MM;MUEBLES;907
20/10/2021;A9;COBIJA;RM;ROPA PARA MUJER;353
20/10/2021;A9;COBIJA;RN;ROPA PARA NIÑOS;592
20/10/2021;A9;COBIJA;RV;ROPA PARA VARÓN;510
20/10/2021;A9;COBIJA;SM;SMARTPHONES;1590
20/10/2021;A9;COBIJA;VA;VARIOS;1223
19/10/2021;A1;LA PAZ;AC;ACCESORIOS;615
19/10/2021;A1;LA PAZ;CC;COMPUTACIÓN;754
19/10/2021;A1;LA PAZ;CO;COSMÉTICOS;1133
19/10/2021;A1;LA PAZ;CZ;CALZADOS;1634
19/10/2021;A1;LA PAZ;DD;DEPORTES;706
19/10/2021;A1;LA PAZ;EE;ELECTRODOMÉSTICOS;963
19/10/2021;A1;LA PAZ;HO;PARA EL HOGAR;873
19/10/2021;A1;LA PAZ;JU;JUGUETES;747
19/10/2021;A1;LA PAZ;LI;LIMPIEZA;664
19/10/2021;A1;LA PAZ;MM;MUEBLES;1448
19/10/2021;A1;LA PAZ;RM;ROPA PARA MUJER;1019
19/10/2021;A1;LA PAZ;RN;ROPA PARA NIÑOS;828
19/10/2021;A1;LA PAZ;RV;ROPA PARA VARÓN;809
19/10/2021;A1;LA PAZ;SM;SMARTPHONES;1305
19/10/2021;A1;LA PAZ;VA;VARIOS;866
19/10/2021;A2;COCHABAMBA;AC;ACCESORIOS;866
19/10/2021;A2;COCHABAMBA;CC;COMPUTACIÓN;910
19/10/2021;A2;COCHABAMBA;CO;COSMÉTICOS;312
19/10/2021;A2;COCHABAMBA;CZ;CALZADOS;328
19/10/2021;A2;COCHABAMBA;DD;DEPORTES;656
19/10/2021;A2;COCHABAMBA;EE;ELECTRODOMÉSTICOS;1640
19/10/2021;A2;COCHABAMBA;HO;PARA EL HOGAR;786
19/10/2021;A2;COCHABAMBA;JU;JUGUETES;1361
19/10/2021;A2;COCHABAMBA;LI;LIMPIEZA;946
19/10/2021;A2;COCHABAMBA;MM;MUEBLES;665
19/10/2021;A2;COCHABAMBA;RM;ROPA PARA MUJER;382
19/10/2021;A2;COCHABAMBA;RN;ROPA PARA NIÑOS;370
19/10/2021;A2;COCHABAMBA;RV;ROPA PARA VARÓN;810
19/10/2021;A2;COCHABAMBA;SM;SMARTPHONES;1642
19/10/2021;A2;COCHABAMBA;VA;VARIOS;710
19/10/2021;A3;SANTA CRUZ;AC;ACCESORIOS;1313
19/10/2021;A3;SANTA CRUZ;CC;COMPUTACIÓN;1048
19/10/2021;A3;SANTA CRUZ;CO;COSMÉTICOS;663
19/10/2021;A3;SANTA CRUZ;CZ;CALZADOS;656
19/10/2021;A3;SANTA CRUZ;DD;DEPORTES;1632
19/10/2021;A3;SANTA CRUZ;EE;ELECTRODOMÉSTICOS;1029
19/10/2021;A3;SANTA CRUZ;HO;PARA EL HOGAR;1167
19/10/2021;A3;SANTA CRUZ;JU;JUGUETES;1297
19/10/2021;A3;SANTA CRUZ;LI;LIMPIEZA;1509
19/10/2021;A3;SANTA CRUZ;MM;MUEBLES;1423
